custID,Gender,IsRetired,IsMarried,HasChildren,TotalMonthsInContract,HasPhone,ConnectionType,HasAntivirusSubscription,HasCloudBackUp,HasInsurance,HasHelpdeskPrivileges,HasTVPackage,HasMoviePackage,PayTerm,OnlineStatements,PreferredPaymentType,MonthlyBill,TotalFees,MonthlySpend,RetentionCheck,Retention
6621-YOBKI,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,22.56,Yes,Yes
1216-JWVUX,Male,0,Yes,Yes,25,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,79.19,Yes,Yes
7564-GHCVB,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,75.92,Yes,Yes
1173-NOEYG,Female,0,Yes,No,27,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,91.59,Yes,Yes
7595-EHCDL,Male,0,Yes,Yes,32,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,50.41,Yes,Yes
6647-ZEDXT,Female,0,No,No,30,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,108.9,Yes,Yes
2521-NPUZR,Male,0,Yes,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,102.78,Yes,Yes
1307-TVUFB,Male,1,No,No,42,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,77.73,Yes,Yes
7503-MIOGA,Female,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,88.22,Yes,Yes
4381-MHQDC,Female,0,No,No,47,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,69.04,Yes,Yes
6923-JHPMP,Female,0,No,No,2,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,86.72,No,Yes
5138-WVKYJ,Male,0,No,No,10,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,97.71,No,No
4018-PPNDW,Female,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,£1551.6,29.4,Yes,Yes
1635-FJFCC,Female,0,No,No,5,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,£202.15,38.21,Yes,Yes
2499-AJYUA,Female,1,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,109.44,Yes,Yes
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,123.07,Yes,Yes
3966-HRMZA,Female,1,No,No,3,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,75.29,Yes,Yes
6425-JWTDV,Male,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,11.05,Yes,Yes
8405-IGQFX,Female,0,No,No,63,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817,94.88,Yes,Yes
8224-IVVPA,Female,0,No,No,27,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,58.8,Yes,Yes
9477-LGWQI,Male,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,79.01,Yes,Yes
1410-RSCMR,Male,0,Yes,Yes,7,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,72.58,Yes,Yes
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25, ,21.58,Yes,Yes
0139-IVFJG,Female,0,Yes,No,2,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,89.54,Yes,Yes
6683-VLCTZ,Male,1,No,No,20,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,102.02,No,No
5730-DBDSI,Male,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,17.07,Yes,Yes
0030-FNXPP,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,18.82,Yes,Yes
2189-WWOEW,Female,0,No,Yes,15,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,86.79,No,No
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,88.68,Yes,Yes
4013-GUXND,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,14.17,Yes,Yes
1894-IGFSG,Female,0,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,84.67,No,No
7379-POKDZ,Male,0,Yes,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,71.12,No,No
1266-NZYUI,Female,0,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,61.83,Yes,Yes
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,22.43,Yes,Yes
4718-DHSMV,Female,0,No,No,11,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,36.02,Yes,Yes
5175-WLYXL,Male,0,No,No,22,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,£1600.25,82.1,Yes,Yes
7817-OMJNA,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,19.85,Yes,Yes
8728-SKJLR,Male,0,No,No,41,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,72.28,Yes,Yes
3137-NYQQI,Male,0,Yes,No,17,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,65.35,Yes,Yes
7706-DZNKK,Male,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,17.59,Yes,Yes
0236-HFWSV,Male,0,No,No,15,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,96.27,No,No
3900-AQPHZ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,21.76,No,No
5842-POCOP,Female,0,Yes,No,5,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,86.27,No,No
2037-XJFUP,Male,0,Yes,No,33,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,95.66,No,No
8823-RLPWL,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,111.3,Yes,Yes
9505-SQFSW,Female,0,Yes,Yes,3,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,42.8,Yes,Yes
7314-OXENN,Male,0,No,No,2,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,86.36,No,No
3758-CKOQL,Female,0,Yes,No,59,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,109.54,Yes,Yes
0322-CHQRU,Male,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,47.4,No,No
5676-CFLYY,Male,0,Yes,Yes,71,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,72.65,Yes,Yes
7521-AFHAB,Female,0,Yes,Yes,5,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,45.97,Yes,Yes
0285-INHLN,Male,0,Yes,Yes,27,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,51.97,Yes,Yes
4678-DVQEO,Female,0,No,No,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,63.5,No,No
5125-CNDSP,Male,0,No,Yes,63,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,43.26,Yes,Yes
0691-IFBQW,Female,1,No,No,46,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,107.86,No,No
4992-LTJNE,Male,0,Yes,Yes,72,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,55.07,Yes,Yes
2202-OUTMO,Female,0,Yes,No,34,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,£2003.6,61.71,Yes,Yes
0810-BDHAW,Female,0,Yes,Yes,24,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,80.51,Yes,Yes
0229-LFJAF,Male,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,65.34,Yes,Yes
7131-ZQZNK,Female,0,Yes,Yes,60,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,62.38,Yes,Yes
3442-ZHHCC,Male,0,No,No,68,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023,73.18,Yes,Yes
5726-CVNYA,Female,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,25.88,Yes,Yes
9871-ELEYA,Female,0,No,Yes,34,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,66.3,Yes,Yes
4257-GAESD,Female,0,No,No,6,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,39.97,Yes,Yes
5173-WXOQV,Male,0,Yes,No,2,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,58.54,Yes,Yes
2040-OBMLJ,Male,0,No,No,31,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,£2548.65,82.02,Yes,Yes
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,20.5,No,Yes
3807-XHCJH,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20,19.66,Yes,Yes
3009-JWMPU,Male,0,No,No,62,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,£6125.4,93.31,No,No
5671-RQRLP,Female,1,Yes,No,70,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,76.12,Yes,Yes
1450-GALXR,Female,0,No,No,10,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,101.51,No,No
8859-AXJZP,Male,0,Yes,Yes,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,26.22,Yes,Yes
3174-AKMAS,Female,0,Yes,No,46,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,60.59,Yes,Yes
3138-BKYAV,Male,0,No,No,6,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,85.64,No,No
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,78.24,Yes,Yes
7382-DFJTU,Male,0,No,No,18,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,59.04,Yes,Yes
2798-NYLMZ,Male,0,Yes,No,71,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616,105.59,Yes,Yes
4289-DTDKW,Male,0,Yes,No,40,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,101.0,No,No
1820-TQVEV,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,69.12,No,No
2239-JALAW,Male,0,No,No,58,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,98.85,No,No
4853-RULSV,Male,0,No,No,70,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,107.19,No,No
8098-TDCBU,Female,0,Yes,No,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,26.92,Yes,Yes
3551-GAEGL,Male,0,Yes,Yes,34,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,32.11,Yes,Yes
4785-NKHCX,Male,1,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,22.3,No,Yes
3196-NVXLZ,Female,0,No,No,25,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,81.33,Yes,Yes
6275-YDUVO,Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,82.85,No,No
0036-IHMOT,Female,0,Yes,Yes,55,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,108.94,Yes,Yes
0115-TFERT,Male,0,Yes,No,21,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,107.31,No,No
4178-EGMON,Male,0,Yes,No,70,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,86.81,Yes,Yes
4220-TINQT,Female,0,Yes,No,61,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,106.67,Yes,Yes
5318-YKDPV,Male,0,Yes,Yes,43,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,78.12,Yes,Yes
7975-TZMLR,Male,0,No,No,47,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,105.12,Yes,Yes
0295-QVKPB,Male,0,No,No,5,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,66.02,Yes,Yes
4335-BSMJS,Female,0,No,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,28.8,No,Yes
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,91.98,No,No
3643-AHCFP,Male,1,Yes,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,94.87,No,No
9146-JRIOX,Female,0,Yes,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,24.79,Yes,Yes
3104-OWCGK,Male,0,Yes,Yes,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,91.74,No,No
5337-IIWKZ,Male,0,Yes,Yes,34,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,46.85,Yes,Yes
9101-BWFSS,Female,0,Yes,No,50,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,£5610.7,109.06,No,No
9650-VBUOG,Male,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,20.71,Yes,Yes
3487-EARAT,Female,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,76.64,Yes,Yes
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,88.55,Yes,Yes
9231-ZJYAM,Female,1,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,79.19,No,No
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,98.87,Yes,Yes
8184-WMOFI,Male,0,Yes,Yes,62,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,69.08,Yes,Yes
6982-SSHFK,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,42.02,No,No
6092-QZVPP,Male,0,No,No,36,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,79.8,Yes,Yes
4625-LAMOB,Male,0,No,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,24.14,Yes,Yes
0727-BMPLR,Female,1,No,No,55,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,109.42,No,No
0392-BZIUW,Female,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,7589.8,105.9,Yes,Yes
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,25.58,No,No
6549-NNDYT,Female,0,No,No,13,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,37.96,Yes,Yes
3027-ZTDHO,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,89.83,No,No
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,21.48,Yes,Yes
6916-HIJSE,Female,0,No,No,65,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,£5459.2,87.73,Yes,Yes
2316-ESMLS,Female,0,Yes,Yes,12,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,35.14,Yes,Yes
9778-OGKQZ,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,84.31,Yes,Yes
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,90.33,Yes,Yes
6007-TCTST,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,111.96,Yes,Yes
2252-NKNSI,Male,0,No,Yes,52,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,89.47,Yes,Yes
8713-IGZSO,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62,25.65,Yes,Yes
7905-TVXTA,Female,0,No,No,5,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,63.73,Yes,Yes
7695-PKLCZ,Female,0,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,£1424.9,26.72,Yes,Yes
2382-BCKQJ,Female,0,No,Yes,62,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,100.52,No,No
8374-UULRV,Male,0,No,No,72,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,81.25,Yes,Yes
2207-NHRJK,Male,0,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,49.29,No,No
3224-DFQNQ,Female,0,Yes,No,66,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,91.78,Yes,Yes
5275-PMFUT,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,67.35,Yes,Yes
4795-UXVCJ,Male,0,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,18.18,Yes,Yes
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,93.93,Yes,Yes
0947-MUGVO,Male,1,Yes,No,20,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,75.97,No,No
9944-HKVVB,Female,0,No,No,3,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,90.13,No,No
4124-MMETB,Male,0,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,92.12,No,No
3671-SHRSP,Male,0,Yes,No,4,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,80.77,No,No
0979-MOZQI,Male,0,Yes,No,62,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,39.15,Yes,Yes
2732-ISEZX,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,22.04,Yes,Yes
3313-QKNKB,Male,0,Yes,No,59,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,87.19,No,No
0323-XWWTN,Male,0,No,Yes,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,22.51,Yes,Yes
1937-OTUKY,Female,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,96.4,Yes,Yes
1573-LGXBA,Male,0,Yes,Yes,57,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598,96.23,Yes,Yes
1764-VUUMT,Male,0,No,Yes,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,21.57,Yes,Yes
5073-WXOYN,Female,0,No,No,60,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,45.63,No,No
4713-ZBURT,Male,0,No,Yes,45,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,95.0,Yes,Yes
3050-GBUSH,Female,0,No,No,3,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,34.2,Yes,Yes
0207-MDKNV,Female,0,No,No,15,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,£1582.75,106.45,No,No
7876-AEHIG,Female,0,No,Yes,51,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077,61.19,Yes,Yes
7945-HLKEA,Female,0,No,No,60,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,£4039.5,67.98,Yes,Yes
9342-VNIMQ,Male,0,No,No,33,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,59.45,Yes,Yes
9851-KIELU,Male,0,No,No,10,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,111.85,No,No
3523-BRGUW,Male,1,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,22.02,Yes,Yes
3908-BLSYF,Female,0,No,No,6,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,85.37,No,No
3199-NPKCN,Female,0,Yes,No,67,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,108.21,Yes,Yes
5170-PTRKA,Female,0,Yes,Yes,49,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782,37.22,Yes,Yes
